sector_id,set_id
23,696
1,697
3,697
21,697
1,698
3,698
21,698
9,699
9,700
9,701
2,703
9,703
2,704
9,704
2,705
9,705
2,706
9,706
2,707
9,707
2,708
9,708
2,709
9,709
2,710
9,710
2,711
9,711
1,712
1,713
1,714
1,715
1,716
1,717
1,718
1,719
1,720
1,721
1,722
1,723
1,724
1,725
1,726
1,727
1,728
1,729
1,730
3,730
15,730
1,731
3,731
15,731
1,732
3,732
15,732
21,734
21,735
21,736
21,737
21,738
1,739
3,739
5,739
6,739
14,739
15,739
1,740
3,740
5,740
6,740
14,740
15,740
1,743
9,743
1,744
9,744
1,746
5,746
6,746
14,746
15,746
1,747
5,747
6,747
14,747
15,747
1,748
5,748
6,748
14,748
15,748
1,749
5,749
6,749
14,749
15,749
1,750
5,750
6,750
14,750
15,750
1,751
5,751
6,751
14,751
15,751
1,752
5,752
6,752
14,752
15,752
1,753
5,753
6,753
14,753
15,753
1,754
5,754
6,754
14,754
15,754
1,755
5,755
6,755
14,755
15,755
1,756
5,756
6,756
14,756
15,756
1,757
5,757
6,757
14,757
15,757
1,758
5,758
6,758
9,758
11,758
14,758
15,758
21,758
24,758
9,759
1,760
5,760
6,760
11,760
14,760
21,760
24,760
2,761
9,761
16,761
2,762
9,762
16,762
2,763
9,763
16,763
9,766
22,766
23,766
9,768
22,768
23,768
9,771
9,772
9,773
2,776
9,776
9,777
1,779
3,779
5,779
6,779
11,779
21,779
24,779
9,783
9,784
9,785
9,786
9,787
23,787
9,788
23,788
1,795
1,804
3,804
5,804
6,804
14,804
15,804
1,805
3,805
5,805
6,805
14,805
15,805
1,806
3,806
5,806
6,806
14,806
15,806
1,807
3,807
5,807
6,807
14,807
15,807
1,809
3,809
5,809
6,809
14,809
15,809
1,817
3,817
5,817
6,817
11,817
14,817
15,817
16,817
21,817
9,820
9,821
9,822
9,824
9,825
9,826
1,832
3,832
5,832
6,832
11,832
15,832
24,832
1,833
3,833
5,833
6,833
11,833
15,833
24,833
9,840
23,840
9,842
23,842
9,843
23,843
9,845
23,845
9,846
23,846
9,847
23,847
9,848
23,848
9,849
23,849
9,850
23,850
9,851
9,852
9,854
9,856
9,857
23,857
9,859
23,859
9,860
23,860
9,861
23,861
9,863
23,863
1,864
3,864
15,864
1,865
3,865
15,865
1,866
3,866
15,866
1,867
3,867
15,867
1,868
3,868
15,868
9,869
9,870
9,872
1,876
3,876
4,876
8,876
10,876
21,876
1,878
3,878
4,878
8,878
10,878
21,878
9,879
9,880
9,881
9,882
9,883
9,884
9,885
1,886
9,887
22,890
9,891
9,892
9,894
9,896
1,899
3,899
15,899
1,900
3,900
15,900
1,901
3,901
15,901
1,902
3,902
15,902
1,903
3,903
1,904
3,904
1,905
3,905
1,906
3,906
9,907
9,916
9,917
9,918
9,919
9,924
9,925
9,926
9,927
9,928
9,929
9,930
1,931
1,932
1,935
9,936
9,937
9,938
9,939
9,941
9,942
9,950
9,957
9,958
9,959
9,964
9,965
9,966
9,967
9,968
1,978
3,978
15,978
1,979
3,979
15,979
1,980
3,980
15,980
1,981
3,981
15,981
1,982
3,982
15,982
1,984
3,984
15,984
1,985
3,985
15,985
9,987
9,991
9,992
9,993
9,994
9,995
9,1007
9,1008
9,1009
9,1010
9,1011
1,1017
15,1017
1,1018
15,1018
1,1019
15,1019
1,1020
15,1020
1,1021
15,1021
1,1022
3,1022
5,1022
6,1022
11,1022
24,1022
1,1023
3,1023
5,1023
6,1023
11,1023
24,1023
1,1024
3,1024
5,1024
6,1024
11,1024
24,1024
9,1025
9,1026
9,1027
9,1028
9,1029
9,1030
9,1031
9,1032
21,1040
9,1043
16,1043
1,1044
3,1044
16,1044
5,1045
6,1045
11,1045
14,1045
15,1045
16,1045
21,1045
9,1050
1,1051
3,1051
15,1051
1,1055
3,1055
15,1055
1,1056
3,1056
15,1056
9,1057
9,1058
9,1059
9,1060
9,1061
9,1062
9,1069
9,1070
9,1072
9,1073
1,1074
2,1074
3,1074
6,1074
9,1074
11,1074
16,1074
21,1074
1,1075
1,1076
9,1077
9,1078
1,1080
1,1081
3,1081
6,1081
9,1081
11,1081
22,1081
24,1081
9,1082
9,1086
1,1087
2,1087
3,1087
6,1087
11,1087
15,1087
21,1087
24,1087
9,1088
9,1089
9,1091
1,1094
3,1094
5,1094
6,1094
9,1094
11,1094
21,1094
24,1094
9,1095
9,1096
9,1097
9,1098
9,1103
9,1110
9,1111
9,1113
9,1114
1,1115
3,1115
6,1115
15,1115
1,1116
3,1116
6,1116
15,1116
1,1117
3,1117
6,1117
15,1117
9,1118
1,1119
5,1120
6,1120
14,1120
9,1121
9,1122
11,1128
1,1129
5,1129
14,1129
11,1130
1,1133
3,1133
6,1133
15,1133
21,1133
9,1134
1,1137
3,1137
6,1137
15,1137
21,1137
22,1137
1,1141
3,1141
6,1141
15,1141
21,1141
1,1142
3,1142
6,1142
15,1142
21,1142
9,1143
9,1145
9,1146
9,1148
9,1149
9,1150
9,1151
9,1152
9,1153
9,1156
22,1156
23,1156
9,1157
22,1157
23,1157
9,1158
9,1159
9,1160
1,1162
1,1163
1,1165
2,1165
3,1165
5,1165
6,1165
11,1165
15,1165
24,1165
1,1166
3,1166
5,1166
6,1166
11,1166
15,1166
24,1166
1,1167
3,1167
5,1167
6,1167
11,1167
15,1167
24,1167
1,1168
3,1168
5,1168
6,1168
11,1168
15,1168
24,1168
1,1169
3,1169
5,1169
6,1169
11,1169
15,1169
24,1169
1,1170
3,1170
5,1170
6,1170
11,1170
15,1170
24,1170
9,1171
9,1172
1,1173
3,1173
5,1173
6,1173
11,1173
21,1173
1,1174
3,1174
5,1174
6,1174
11,1174
21,1174
9,1175
23,1175
9,1176
23,1176
9,1180
9,1181
9,1182
9,1183
9,1184
9,1185
1,1186
3,1186
1,1187
3,1187
1,1188
3,1188
9,1188
21,1188
1,1192
3,1192
5,1192
11,1192
21,1192
24,1192
1,1193
3,1193
5,1193
11,1193
21,1193
24,1193
1,1194
3,1194
5,1194
11,1194
21,1194
24,1194
1,1195
3,1195
5,1195
11,1195
21,1195
24,1195
1,1197
1,1199
9,1200
9,1202
9,1204
9,1205
9,1206
9,1207
9,1208
9,1209
9,1210
9,1211
9,1212
9,1213
23,1214
1,1217
9,1217
15,1217
9,1222
9,1223
9,1224
9,1225
9,1231
9,1232
9,1233
9,1234
9,1238
9,1243
9,1244
9,1245
9,1247
1,1248
9,1249
9,1250
9,1251
9,1252
9,1253
9,1254
9,1255
9,1256
16,1256
1,1257
3,1257
15,1257
21,1257
1,1258
3,1258
15,1258
21,1258
1,1259
3,1259
15,1259
21,1259
9,1260
9,1261
9,1262
1,1265
3,1265
5,1265
6,1265
11,1265
14,1265
15,1265
21,1265
9,1266
9,1267
9,1268
1,1271
3,1271
6,1271
21,1271
9,1272
9,1273
9,1274
9,1275
21,1277
9,1278
9,1279
9,1280
9,1281
23,1281
9,1282
23,1282
9,1283
9,1284
1,1286
3,1286
5,1286
6,1286
9,1286
11,1286
14,1286
21,1286
24,1286
9,1291
9,1292
9,1295
22,1295
23,1295
1,1297
3,1297
15,1297
9,1305
9,1306
1,1307
3,1307
15,1307
1,1308
3,1308
15,1308
1,1309
3,1309
15,1309
1,1310
3,1310
15,1310
9,1312
9,1313
9,1314
9,1315
9,1317
21,1318
1,1319
3,1319
6,1319
11,1319
15,1319
21,1319
24,1319
1,1320
3,1320
6,1320
11,1320
15,1320
21,1320
24,1320
1,1321
3,1321
6,1321
11,1321
15,1321
21,1321
24,1321
1,1322
3,1322
6,1322
11,1322
15,1322
21,1322
24,1322
1,1323
3,1323
6,1323
11,1323
15,1323
21,1323
24,1323
9,1324
1,1325
9,1325
15,1325
1,1326
9,1326
15,1326
9,1330
9,1331
9,1332
9,1333
9,1334
1,1337
3,1337
9,1337
5,1338
6,1338
11,1338
14,1338
17,1338
23,1338
1,1341
9,1341
15,1341
9,1344
9,1345
1,1347
2,1347
3,1347
5,1347
6,1347
9,1347
11,1347
14,1347
15,1347
21,1347
24,1347
9,1348
2,1349
9,1349
2,1350
9,1350
2,1351
9,1351
1,1355
15,1355
1,1356
15,1356
1,1357
15,1357
9,1358
9,1359
9,1360
9,1361
9,1362
9,1363
9,1364
1,1369
5,1369
6,1369
14,1369
15,1369
1,1370
5,1370
6,1370
14,1370
15,1370
1,1371
5,1371
6,1371
14,1371
15,1371
1,1372
5,1372
6,1372
14,1372
15,1372
9,1373
9,1374
9,1375
9,1377
9,1383
22,1383
9,1384
9,1385
9,1386
2,1387
9,1387
16,1387
9,1388
16,1388
9,1389
9,1390
9,1391
9,1394
9,1395
9,1396
9,1399
9,1400
9,1401
1,1404
3,1404
15,1404
1,1405
3,1405
15,1405
1,1407
3,1407
15,1407
24,1407
1,1408
3,1408
15,1408
24,1408
1,1409
9,1409
15,1409
1,1410
9,1410
15,1410
2,1411
9,1411
16,1411
2,1412
9,1412
16,1412
1,1414
3,1414
6,1414
11,1414
15,1414
22,1414
24,1414
1,1415
3,1415
6,1415
11,1415
15,1415
22,1415
24,1415
1,1416
3,1416
6,1416
11,1416
15,1416
22,1416
24,1416
1,1417
3,1417
6,1417
11,1417
15,1417
22,1417
24,1417
1,1419
3,1419
6,1419
11,1419
15,1419
22,1419
24,1419
1,1420
3,1420
6,1420
11,1420
15,1420
22,1420
24,1420
2,1421
9,1421
16,1421
2,1422
9,1422
16,1422
2,1423
9,1423
16,1423
9,1424
9,1425
9,1426
1,1428
3,1428
15,1428
1,1429
3,1429
15,1429
1,1430
3,1430
15,1430
1,1431
3,1431
15,1431
1,1432
3,1432
15,1432
1,1433
3,1433
15,1433
9,1435
9,1436
9,1437
9,1438
9,1439
9,1440
9,1441
9,1442
9,1443
9,1444
9,1445
9,1446
9,1448
9,1449
1,1454
3,1454
15,1454
1,1456
3,1456
15,1456
1,1463
3,1463
5,1463
14,1463
15,1463
24,1463
9,1464
9,1465
9,1466
9,1467
9,1468
9,1469
9,1470
23,1470
9,1471
9,1472
9,1473
9,1474
9,1475
23,1475
9,1476
23,1476
9,1477
23,1477
9,1478
23,1478
9,1479
9,1480
1,1481
1,1482
1,1484
3,1484
15,1484
21,1484
9,1492
9,1493
9,1494
9,1495
9,1496
9,1497
9,1504
9,1505
9,1507
9,1508
9,1509
9,1510
9,1511
9,1513
9,1514
9,1515
9,1516
9,1519
9,1520
9,1521
9,1522
9,1523
9,1524
9,1525
9,1526
9,1527
9,1528
9,1530
1,1531
3,1531
5,1531
6,1531
14,1531
15,1531
1,1532
3,1532
5,1532
6,1532
14,1532
15,1532
9,1534
9,1535
9,1536
9,1537
1,1538
3,1538
1,1539
3,1539
9,1540
9,1541
9,1542
9,1543
1,1550
3,1550
15,1550
9,1551
9,1552
1,1555
2,1555
3,1555
5,1555
11,1555
14,1555
15,1555
17,1555
24,1555
1,1556
2,1556
3,1556
5,1556
11,1556
14,1556
15,1556
17,1556
24,1556
1,1557
2,1557
3,1557
5,1557
11,1557
14,1557
15,1557
17,1557
24,1557
9,1559
9,1560
9,1562
9,1563
1,1564
5,1564
11,1564
15,1564
1,1565
5,1565
11,1565
15,1565
1,1568
5,1568
11,1568
15,1568
1,1569
5,1569
11,1569
15,1569
9,1570
1,1571
9,1572
1,1573
9,1574
1,1575
1,1576
9,1576
15,1576
1,1577
9,1577
15,1577
9,1578
1,1579
9,1580
1,1581
9,1582
1,1583
1,1585
3,1585
15,1585
21,1585
1,1586
3,1586
15,1586
21,1586
1,1587
3,1587
15,1587
21,1587
9,1589
9,1590
9,1591
9,1592
9,1593
9,1594
9,1595
9,1596
9,1597
9,1598
1,1600
2,1600
3,1600
6,1600
11,1600
15,1600
21,1600
24,1600
1,1602
2,1602
3,1602
6,1602
11,1602
15,1602
21,1602
24,1602
1,1604
2,1604
3,1604
6,1604
11,1604
15,1604
21,1604
24,1604
9,1606
9,1607
9,1608
9,1609
9,1610
9,1611
9,1612
9,1613
9,1614
9,1615
9,1616
9,1617
1,1619
15,1619
9,1621
9,1622
9,1623
9,1624
1,1637
9,1637
9,1638
1,1640
9,1640
1,1641
3,1641
5,1641
14,1641
15,1641
24,1641
1,1642
3,1642
5,1642
14,1642
15,1642
24,1642
1,1643
3,1643
5,1643
14,1643
15,1643
24,1643
1,1644
15,1644
1,1645
15,1645
1,1646
15,1646
1,1647
15,1647
1,1649
15,1649
1,1650
15,1650
9,1651
1,1652
9,1653
9,1654
9,1655
9,1657
1,1658
9,1659
1,1662
9,1662
1,1664
9,1664
1,1665
9,1665
1,1666
9,1666
1,1669
2,1669
3,1669
15,1669
22,1669
1,1670
2,1670
3,1670
15,1670
22,1670
1,1672
2,1672
3,1672
15,1672
22,1672
1,1674
9,1674
15,1674
23,1674
1,1675
9,1675
15,1675
23,1675
1,1677
2,1677
3,1677
5,1677
11,1677
14,1677
15,1677
24,1677
9,1679
2,1680
9,1680
16,1680
9,1681
23,1681
9,1683
22,1683
23,1683
9,1684
22,1684
23,1684
9,1685
22,1685
23,1685
22,1686
1,1687
22,1687
9,1689
9,1690
1,1691
3,1691
1,1692
3,1692
1,1693
3,1693
1,1696
3,1696
15,1696
1,1697
3,1697
15,1697
1,1698
3,1698
15,1698
1,1699
3,1699
15,1699
1,1700
3,1700
5,1700
6,1700
11,1700
14,1700
24,1700
1,1701
3,1701
5,1701
6,1701
11,1701
14,1701
24,1701
1,1702
3,1702
5,1702
6,1702
11,1702
14,1702
24,1702
1,1703
3,1703
5,1703
6,1703
11,1703
14,1703
24,1703
1,1704
3,1704
5,1704
6,1704
11,1704
14,1704
24,1704
1,1705
3,1705
5,1705
6,1705
11,1705
14,1705
24,1705
1,1707
22,1707
1,1708
22,1708
1,1709
1,1710
22,1710
1,1711
22,1712
1,1713
22,1713
1,1714
1,1715
22,1715
1,1716
1,1718
6,1721
9,1721
15,1721
16,1721
20,1721
6,1722
9,1722
15,1722
16,1722
20,1722
9,1723
9,1724
9,1725
9,1726
9,1731
16,1731
22,1731
9,1733
16,1733
22,1733
3,1734
1,1735
3,1735
1,1736
3,1736
1,1737
3,1737
1,1738
3,1738
5,1740
6,1740
11,1740
14,1740
24,1740
5,1741
6,1741
11,1741
14,1741
24,1741
5,1742
6,1742
11,1742
14,1742
24,1742
5,1743
6,1743
11,1743
14,1743
24,1743
5,1744
6,1744
11,1744
14,1744
24,1744
5,1745
6,1745
11,1745
14,1745
24,1745
5,1746
6,1746
11,1746
14,1746
24,1746
5,1747
6,1747
11,1747
14,1747
24,1747
2,1749
9,1749
16,1749
22,1749
1,1750
1,1755
3,1755
5,1755
6,1755
11,1755
14,1755
24,1755
6,1756
9,1756
15,1756
16,1756
20,1756
22,1757
1,1758
3,1758
5,1758
6,1758
9,1758
11,1758
21,1758
22,1758
1,1759
3,1759
5,1759
6,1759
9,1759
11,1759
21,1759
22,1759
9,1760
22,1760
23,1760
9,1761
22,1761
23,1761
9,1762
1,1763
3,1763
6,1763
9,1763
24,1763
9,1766
3,1767
1,1768
3,1768
5,1768
6,1768
9,1768
11,1768
14,1768
15,1768
21,1768
24,1768
1,1769
3,1769
5,1769
6,1769
9,1769
11,1769
14,1769
15,1769
21,1769
24,1769
9,1770
23,1770
9,1771
23,1771
9,1772
23,1772
9,1773
23,1773
1,1774
9,1774
9,1775
23,1775
9,1776
23,1776
9,1777
23,1777
9,1779
23,1779
1,1781
9,1781
1,1782
9,1782
3,1784
1,1785
3,1785
5,1785
6,1785
11,1785
9,1786
6,1787
1,1788
14,1788
15,1788
24,1788
1,1790
14,1790
15,1790
24,1790
1,1791
14,1791
15,1791
24,1791
1,1793
14,1793
15,1793
24,1793
1,1796
14,1796
15,1796
24,1796
1,1797
14,1797
15,1797
24,1797
1,1798
14,1798
15,1798
24,1798
1,1799
14,1799
15,1799
24,1799
1,1803
3,1803
5,1803
6,1803
11,1803
1,1806
3,1806
9,1806
21,1806
1,1807
3,1807
4,1807
8,1807
9,1807
10,1807
1,1808
3,1808
1,1813
3,1813
5,1813
6,1813
11,1813
14,1813
15,1813
24,1813
1,1814
3,1814
5,1814
6,1814
11,1814
14,1814
15,1814
24,1814
9,1815
23,1815
9,1816
23,1816
1,1817
9,1817
1,1818
3,1818
9,1818
21,1818
1,1819
9,1820
9,1821
9,1822
21,1823
1,1824
6,1824
9,1824
16,1824
23,1824
25,1824
1,1825
6,1825
9,1825
16,1825
23,1825
25,1825
1,1826
5,1826
6,1826
16,1826
22,1826
24,1826
1,1827
5,1827
6,1827
16,1827
22,1827
24,1827
1,1828
5,1828
6,1828
16,1828
22,1828
24,1828
1,1829
5,1829
6,1829
16,1829
22,1829
24,1829
1,1830
5,1830
6,1830
16,1830
22,1830
24,1830
1,1831
5,1831
6,1831
16,1831
22,1831
24,1831
9,1832
9,1833
9,1834
9,1835
9,1836
9,1837
9,1838
9,1839
9,1840
9,1841
1,1842
3,1842
21,1842
1,1843
3,1843
21,1843
9,1845
9,1846
1,1849
3,1849
16,1849
21,1849
25,1849
9,1850
9,1851
1,1852
3,1852
6,1852
11,1852
14,1852
15,1852
21,1852
1,1853
3,1853
6,1853
15,1853
1,1854
3,1854
5,1854
6,1854
14,1854
15,1854
21,1854
1,1855
3,1855
6,1855
15,1855
21,1855
1,1856
3,1856
6,1856
14,1856
15,1856
21,1856
1,1857
3,1857
6,1857
14,1857
15,1857
21,1857
1,1858
3,1858
6,1858
11,1858
15,1858
21,1858
1,1859
3,1859
14,1859
15,1859
21,1859
9,1860
22,1860
23,1860
2,1861
9,1861
22,1861
23,1861
2,1862
9,1862
22,1862
23,1862
2,1864
9,1864
22,1864
23,1864
1,1868
3,1868
5,1868
6,1868
11,1868
21,1868
24,1868
9,1870
9,1871
9,1872
9,1873
1,1875
3,1875
1,1876
3,1876
1,1877
3,1877
1,1878
3,1878
9,1880
9,1881
9,1882
9,1883
9,1884
9,1886
9,1887
9,1888
9,1889
1,1890
4,1890
21,1890
1,1891
3,1891
21,1891
1,1892
3,1892
21,1892
1,1893
9,1893
21,1893
1,1894
3,1894
9,1894
15,1894
1,1895
3,1895
9,1895
15,1895
1,1896
1,1897
3,1897
21,1897
9,1899
9,1900
9,1901
9,1902
9,1903
1,1904
9,1905
9,1906
9,1907
9,1908
1,1909
9,1909
1,1910
9,1911
1,1912
1,1913
3,1913
5,1913
6,1913
11,1913
14,1913
15,1913
17,1913
21,1913
24,1913
1,1915
3,1915
5,1915
6,1915
11,1915
14,1915
15,1915
17,1915
21,1915
24,1915
16,1917
9,1923
9,1925
1,1926
1,1927
9,1928
9,1929
9,1930
22,1930
9,1931
22,1931
9,1932
9,1933
9,1934
9,1935
9,1936
1,1937
3,1937
9,1937
1,1938
3,1938
5,1938
6,1938
11,1938
14,1938
15,1938
21,1938
24,1938
9,1939
23,1939
9,1940
23,1940
